geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1564530,Tinh Tioe Ping,Tinh Tioe Ping,,22.53333,104.13333,P,PPL,VN,,90,086,,,0,,823,Asia/Bangkok,2023-06-26
1559975,Tỉnh Trà Vinh,Tinh Tra Vinh,"Tinh Tra Vinh,Tra Vinh,Tra Vinh Province,Trà Vinh,Trà Vinh Province,Tỉnh Trà Vinh",9.8,106.3,A,ADM1,VN,,67,,,,1419900,,-1,Asia/Ho_Chi_Minh,2025-04-10
1564529,Tính Trung,Tinh Trung,"Tien Trung,Tinh Trung,Tính Trung",15.31667,108.6,P,PPL,VN,,63,524,,,0,,243,Asia/Ho_Chi_Minh,2023-06-26
1559976,Tỉnh Tuyên Quang,Tinh Tuyen Quang,"Mkoa wa Tuyen Quang,Mkoa wa Tuyên Quang,Propinsi Tuyen Quang,Propinsi Tuyên Quang,Provinsi Tuyen Quang,Prowincja Tuyen Quang,Prowincja Tuyên Quang,Tinh Tuyen Quang,Tougien Kouan'nk,Tuehn'guan,Tuenkuang,Tujen Kuang,Tujen Kvang,Tujen Kvango provincija,Tujenkuana,Tuyen Quang,Tuyen Quang Lalawigan,Tuyen Quang Province,Tuyenn Quang,Tuyên Quang,Tuyên Quang Province,Tỉnh Tuyên Quang,astan twyn kwang,canghwad te wiy nk wang,mhafzt twyn kwangh,provincia di Tuyen Quang,tayin ku'an,touenkuan sheng,ttuyenkkwangseong,tu'ena kainga,tu'ena kvanga,tuyen kvang,tuyena ku'anga,tuyena kuyam,twyn kwanq awstany,xuan guang,xuan guang sheng,Τουγιέν Κουάνγκ,Туенкуанг,Туйен Куанг,Туэньгуан,Туєнкуанг,Тујен Кванг,استان توین کوانگ,توین قوانگ صوبہ,توین کوانق اوستانی,صوبہ توین کوانگ,محافظة توين كوانغ,तुएन कैंग,तुयेन कुआंग,তুয়েন কুয়াং,તુએન ક્વાંગ,தாயின் குஅங்,టుయెన్ క్వాంగ్,ತುಯೆನ್ ಕ್ವಾಂಗ್,ටුයෙන් කුවාන්ග්,จังหวัดเตวียนกวาง,တူယန်ကွမ်းပြည်နယ်,ខេត្តទ្វៀនក្វាង,トゥエンクアン省,宣光,宣光省,뚜옌꽝성",22.11667,105.25,A,ADM1,VN,,68,,,,820000,,159,Asia/Bangkok,2025-04-11
1559977,Tỉnh Vĩnh Long,Tinh Vinh Long,"Mkoa wa Vinh Long,Mkoa wa Vĩnh Long,Propinsi Vinh Long,Propinsi Vĩnh Long,Provincia de Vinh Long,Provinsi Vinh Long,Província de Vĩnh Long,Prowincja Vinh Long,Prowincja Vĩnh Long,Tinh Vinh Long,Tỉnh Vĩnh Long,Vilojati Vin Long,Vin Long,Vin Longas,Vin'ch Lon'nk,Vin'long,Ving Long,Vinh Long,Vinh Long Lalawigan,Vinh Long Province,Vinlona,Vinlonq,Viņlona,Vĩnh Long,Vĩnh Long Province,astan wyn lwng,bhina lam,binlongseong,cang hwad h wiyl xng,mhafzt fyn lwngh,provincia di Vinh Long,vin lang,vinh lan,vinha lon'ga,vinha longa,vuinron sheng,wyn lwnq awstany,yong long,yong long sheng,Βινχ Λονγκ,Вилояти Вин Лонг,Вин Лонг,Виньлонг,Вињ Лонг,Віньлонг,استان وین لونگ,محافظة فين لونغ,وین لونق اوستانی,وینہ لونگ صوبہ,विन्ह लॉन्ग,विन्ह लोंग,ভিন লং,વિંહ લોંગ,வின்ஹ் லாங்,విన్ లాంగ్,ವಿನ್ ಲಾಂಗ್,වින්හ් ලෝන්ග්,จังหวัดหวิญล็อง,ខេត្តលង់ហោរ,ヴィンロン省,永隆,永隆省,빈롱성",10.1,106.0,A,ADM1,VN,,69,,,,1329630,,0,Asia/Ho_Chi_Minh,2025-04-11
1905856,Tỉnh Vĩnh Phúc,Tinh Vinh Phuc,"Mkoa wa Vinh Phuc,Mkoa wa Vĩnh Phúc,Propinsi Vinh Phuc,Propinsi Vĩnh Phúc,Provinsi Vinh Phuc,Prowincja Vinh Phuc,Prowincja Vĩnh Phúc,Tinh Vinh Phuc,Tỉnh Vĩnh Phúc,Vilojati Vin Fuk,Vin Fuk,Vin'ch Fouk,Vin'fuk,Vinfukas province,Vinfuko provincija,Vinh Phu,Vinh Phuc,Vinh Phuc Lalawigan,Vinh Phuc Province,Viņfukas province,Vĩnh Phúc,Vĩnh Phúc Province,astan wyn fwk,bhihna phuka,binpugseong,cang hwad h wiy fuk,mhafzt fyn fwk,mhwz wyn pwq,provincia di Vinh Phuc,vanh phuk,vin phuk,vinaha phuka,vinh pihuk,vinha phuka,vinha phuku,vuinfukku sheng,wyn fwk awstany,yong fu,yong fu sheng,Βινχ Φουκ,Вилояти Вин Фук,Вин Фук,Виньфук,Вэн Фүк,Віньфук,מחוז וין פוק,استان وین فوک,صوبہ وینہ فوک,محافظة فين فوك,وین فوک اوستانی,وینہ فوک صوبہ,विनह फुक,विन्ह फूक,ভিহ্ন ফুক,વિન્હ ફૂકુ,வின்ஹ் பிஹுக்,విన్ ఫుక్,ವನ್ಹ್ ಫುಕ್,වින්හ් පුක්,จังหวัดหวิญฟุก,ខេត្តវិញហ្វុក,ヴィンフック省,永福,永福省,빈푹성",21.33333,105.56667,A,ADM1,VN,,86,,,,1511300,,19,Asia/Bangkok,2025-04-10
8340849,Tĩnh Xá,Tinh Xa,"Tinh Xa,Tĩnh Xá",21.03884,106.22693,P,PPL,VN,,74,264,,,0,,6,Asia/Bangkok,2023-06-26
1559978,Tỉnh Yên Bái,Tinh Yen Bai,"Tinh Yen Bai,Tỉnh Yên Bái,Yen Bai,Yen Bai Province,Yên Bái,Yên Bái Province",21.75,104.58333,A,ADM1,VN,,70,,,,866900,,841,Asia/Bangkok,2025-04-10
1564517,Tioc San,Tioc San,,22.41667,106.45,P,PPL,VN,,05,053,,,0,,561,Asia/Bangkok,2023-06-26
1591610,Tioh A Toah,Tioh A Toah,"Nui A Tah,Tioh A Toah",11.61667,108.66667,T,MT,VN,,60,585,,,0,,342,Asia/Ho_Chi_Minh,2023-06-26
1564509,Tiong Sang,Tiong Sang,"Tiang Sang,Tiong Sang",20.85,104.76667,P,PPL,VN,,32,123,,,0,,863,Asia/Bangkok,2023-06-26
1583265,Tiou Do,Tiou Do,"Chu Do,Chư Đô,Cu Do,Tiou Do",14.4,107.68333,T,MT,VN,,55,616,,,0,,1102,Asia/Ho_Chi_Minh,2023-06-26
1564505,Tiou Van Ho,Tiou Van Ho,,22.56667,103.5,H,STM,VN,,89,,,,0,,1497,Asia/Bangkok,1995-04-14
1564503,Tipi,Tipi,,14.98333,108.06667,P,PPL,VN,,84,516,,,0,,1662,Asia/Ho_Chi_Minh,2023-06-26
1564500,Tỉu Động,Tiu GJong,,22.23333,103.25,P,PPL,VN,,89,108,,,0,,1410,Asia/Bangkok,2023-06-26
1564499,Tiu Hin,Tiu Hin,"Mans,Tiu Hin",21.13333,107.03333,P,PPL,VN,,30,204,,,0,,388,Asia/Bangkok,2023-06-26
1564498,Tiung Ho,Tiung Ho,,22.33333,103.66667,P,PPL,VN,,89,106,,,0,,771,Asia/Bangkok,2023-06-26
8375972,Tô An,To An,"To An,Tô An",10.35526,105.00202,P,PPL,VN,,01,891,,,0,,14,Asia/Ho_Chi_Minh,2023-06-26
8708530,Tổ Ba,To Ba,"To 3,To Ba,Tổ 3,Tổ Ba",14.64606,108.79899,P,PPL,VN,,46,542,,,0,,99,Asia/Ho_Chi_Minh,2023-06-26
1564473,Tô Bang,To Bang,"Te Bang,To Bang,Tô Bang",20.75,104.53333,P,PPL,VN,,32,123,,,0,,931,Asia/Bangkok,2023-06-26
8375973,Tô Bình,To Binh,"To Binh,Tô Bình",10.36336,105.01502,P,PPL,VN,,01,891,,,0,,12,Asia/Ho_Chi_Minh,2023-06-26
8708535,Tổ Bốn,To Bon,"To 4,To Bon,Tổ 4,Tổ Bốn",14.61647,108.90455,P,PPL,VN,,46,542,,,0,,44,Asia/Ho_Chi_Minh,2023-06-26
10275331,Tổ Chín,To Chin,"To 9,To Chin,Tổ 9,Tổ Chín",18.3435,105.91443,P,PPL,VN,,52,436,,,0,,7,Asia/Bangkok,2023-06-26
8569702,Tô Đàn,To GJan,"To Dan,Tô Đàn",20.62171,106.43954,P,PPL,VN,,35,338,,,0,,5,Asia/Bangkok,2023-06-26
1564464,Tô Đê,To GJe,,20.61667,106.45,P,PPL,VN,,35,338,,,0,,3,Asia/Bangkok,2023-06-26
8708536,Tổ Hai,To Hai,"To 2,To Hai,Tổ 2,Tổ Hai",14.59875,108.77763,P,PPL,VN,,46,542,,,0,,164,Asia/Ho_Chi_Minh,2023-06-26
8743031,Tô Hạp,To Hap,"To Hap,Tô Hạp",12.00582,108.94868,P,PPLA2,VN,,54,575,,,0,,382,Asia/Ho_Chi_Minh,2023-06-26
1564461,To Hoang,To Hoang,,20.98333,105.86667,P,PPL,VN,,44,008,,,0,,8,Asia/Bangkok,2023-06-26
8701419,Tô Kar,To Kar,"To Kar,Tô Kar",13.66389,108.6587,P,PPL,VN,,49,630,,,0,,337,Asia/Ho_Chi_Minh,2023-06-26
1588503,Tơ Khê,To Khe,"Ban To Khe,Ban Tơ Khê,Buon To Khe,To Khe,Tơ Khê",13.39406,108.59143,P,PPL,VN,,49,637,,,0,,206,Asia/Ho_Chi_Minh,2023-06-26
9869210,Tỏ Làn Vồng,To Lan Vong,"To Lan Vong,Tỏ Làn Vồng",22.656,104.28635,P,PPL,VN,,90,084,,,0,,1329,Asia/Bangkok,2023-06-26
1564449,To Lang,To Lang,,20.93333,104.46667,P,PPL,VN,,32,124,,,0,,331,Asia/Bangkok,2023-06-26
1564448,To Lào,To Lao,,20.73333,104.75,P,PPL,VN,,32,128,,,0,,502,Asia/Bangkok,2023-06-26
1564446,Tò Lọ,To Lo,"Ban To Lo,Bản Tố Lô,To Lo,Tò Lọ",21.36667,103.81667,P,PPL,VN,,32,116,,,0,,885,Asia/Bangkok,2023-06-26
10046737,Tơ Lông,To Long,"To Long,Tơ Lông",12.35546,108.20733,P,PPL,VN,,88,656,,,0,,475,Asia/Ho_Chi_Minh,2023-06-26
1564445,To Lừa,To Lua,,22.58333,106.66667,P,PPL,VN,,05,048,,,0,,342,Asia/Ho_Chi_Minh,2023-06-26
1564440,Tô Mậu,To Mau,,22.13333,104.61667,P,PPL,VN,,70,135,,,0,,215,Asia/Bangkok,2023-06-26
8708531,Tổ Một,To Mot,"To 1,To Mot,Tổ 1,Tổ Một",14.65974,108.81435,P,PPL,VN,,46,542,,,0,,95,Asia/Ho_Chi_Minh,2023-06-26
1564430,To Mua,To Mua,,20.88333,104.83333,P,PPL,VN,,32,128,,,0,,864,Asia/Bangkok,2023-06-26
9865453,Tổ Năm,To Nam,"To 5,To Nam,Tổ 5,Tổ Năm",13.85061,108.54643,P,PPL,VN,,49,630,,,0,,454,Asia/Ho_Chi_Minh,2023-06-26
1569681,Tơ Nung,To Nung,"Ple Brang Tonung,Plé Brang Tonung,To Nung,Tơ Nung",13.80379,108.39975,P,PPL,VN,,49,630,,,0,,421,Asia/Ho_Chi_Minh,2023-06-26
9865485,Tờ Nùng Hai,To Nung Hai,"To Nung 2,To Nung Hai,Tờ Nùng 2,Tờ Nùng Hai",13.76496,108.55827,P,PPL,VN,,49,630,,,0,,349,Asia/Ho_Chi_Minh,2023-06-26
9865484,Tờ Nùng Một,To Nung Mot,"To Nung 1,To Nung Mot,Tờ Nùng 1,Tờ Nùng Một",13.75742,108.55349,P,PPL,VN,,49,630,,,0,,331,Asia/Ho_Chi_Minh,2023-06-26
1564336,Tổ Ong,To Ong,,10.91667,107.91667,T,HLL,VN,,47,598,,,0,,57,Asia/Ho_Chi_Minh,2023-06-26
1564331,Tơ Rap,To Rap,"Ban Trap,Buon Trap,Buôn Trap,Maua,To Rap,Tơ Rap",12.88333,108.06667,P,PPL,VN,,88,648,,,0,,466,Asia/Ho_Chi_Minh,2023-06-26
1564320,Tô So Dón,To So Don,,22.43333,102.41667,P,PPL,VN,,89,107,,,0,,623,Asia/Bangkok,2023-06-26
8708532,Tổ Tám,To Tam,"To 8,To Tam,Tổ 8,Tổ Tám",14.6636,108.87657,P,PPL,VN,,46,542,,,0,,79,Asia/Ho_Chi_Minh,2023-06-26
1564317,Tó Té,To Te,,21.26667,103.8,P,PPL,VN,,32,119,,,0,,1058,Asia/Bangkok,2023-06-26
1564315,Tô Thôn,To Thon,,21.5,105.25,P,PPL,VN,,83,233,,,0,,21,Asia/Bangkok,2023-06-26
8375974,Tô Thuận,To Thuan,"To Thuan,Tô Thuận",10.40442,105.0023,P,PPL,VN,,01,891,,,0,,10,Asia/Ho_Chi_Minh,2023-06-26
1564313,To Tou,To Tou,"To Tau,To Tou",16.11667,107.93333,P,PPL,VN,,78,497,,,0,,463,Asia/Ho_Chi_Minh,2023-06-26
9893339,Tô Vuông,To Vuong,"To Vuong,Tô Vuông",21.1608,103.99782,P,PPL,VN,,32,125,,,0,,758,Asia/Bangkok,2023-06-26
1564279,Tô Xá,To Xa,,17.78333,106.38333,P,PPL,VN,,62,454,,,0,,2,Asia/Bangkok,2023-06-26
1564278,Tô Xuyên,To Xuyen,,20.63333,106.43333,P,PPL,VN,,35,338,,,0,,4,Asia/Bangkok,2023-06-26
1564276,To Y Pin,To Y Pin,,22.45,103.4,P,PPL,VN,,89,109,,,0,,1394,Asia/Bangkok,2023-06-26
1564482,Toă,Toa,"Tao,Taŏ,Toa,Toă",15.91667,107.76667,P,PPL,VN,,84,505,,,0,,685,Asia/Ho_Chi_Minh,2023-06-26
1564480,Toại Yen,Toai Yen,,20.83333,106.41667,P,PPL,VN,,79,298,,,0,,2,Asia/Bangkok,2023-06-26
10178404,Toàn Thắng,Toan Thang,"Toan Thang,Toàn Thắng",19.12067,105.68332,P,PPL,VN,,58,421,,,0,,5,Asia/Ho_Chi_Minh,2023-06-26
1564475,Toản Thành,Toan Thanh,,21.28333,106.28333,P,PPL,VN,,71,217,,,0,,4,Asia/Bangkok,2023-06-26
1564474,Toan Tố,Toan To,,15.08333,108.7,P,PPL,VN,,63,528,,,0,,80,Asia/Ho_Chi_Minh,2023-06-26
8701433,Toát,Toat,"Toat,Toát",13.31084,108.58707,P,PPL,VN,,49,637,,,0,,121,Asia/Ho_Chi_Minh,2023-06-26
1564470,Toc Lok,Toc Lok,,20.96667,104.8,P,PPL,VN,,32,128,,,0,,966,Asia/Bangkok,2023-06-26
9869867,Tốc Lù,Toc Lu,"Toc Lu,Tốc Lù",22.23707,105.96335,P,PPL,VN,,72,063,,,0,,588,Asia/Bangkok,2023-06-26
1564467,Tốc Tát,Toc Tat,,22.83333,106.41667,P,PPL,VN,,05,046,,,0,,697,Asia/Bangkok,2023-06-26
1564466,Toc Têh,Toc Teh,,11.71667,106.81667,P,PPLW,VN,,76,691,,,0,,94,Asia/Ho_Chi_Minh,2023-06-26
1564459,Tối Lạc,Toi Lac,,14.96667,108.7,P,PPL,VN,,63,531,,,0,,139,Asia/Ho_Chi_Minh,2023-06-26
1564439,Tom Dang,Tom Dang,Tom Dang,21.18333,103.85,T,MT,VN,,32,125,,,0,,1452,Asia/Bangkok,2023-06-26
8545178,Tốm Ha,Tom Ha,"Tom Ha,Tốm Ha",21.55281,103.77334,P,PPL,VN,,32,118,,,0,,337,Asia/Bangkok,2023-06-26
1564438,Tom Ka,Tom Ka,"Ki Kat,Tom Ka,Tom Ko,Toni Ka",22.71667,104.43333,P,PPL,VN,,50,033,,,0,,717,Asia/Bangkok,2023-06-26
1564436,Tom Loung,Tom Loung,,22.33333,105.91667,P,PPL,VN,,72,062,,,0,,411,Asia/Bangkok,2023-06-26
1564433,Tom Penh,Tom Penh,,22.65,106.06667,P,PPL,VN,,05,052,,,0,,579,Asia/Bangkok,2023-06-26
1564431,Tom Tien,Tom Tien,,22.46667,105.9,P,PPL,VN,,72,062,,,0,,497,Asia/Bangkok,2023-06-26
1564441,Toman Net,Toman Net,,13.75,108.76667,P,PPL,VN,,49,630,,,0,,628,Asia/Ho_Chi_Minh,2023-06-26
6942035,Tomb of Khai Dinh,Tomb of Khai Dinh,,16.41076,107.57042,P,PPL,VN,,66,479,,,0,,30,Asia/Bangkok,2023-06-26
6942036,Tomb of Tu Duc,Tomb of Tu Duc,,16.48787,107.65509,P,PPL,VN,,66,478,,,0,,3,Asia/Bangkok,2023-06-26
1564419,Tôn Dung,Ton Dung,,14.75,108.73333,P,PPL,VN,,63,535,,,0,,130,Asia/Ho_Chi_Minh,2023-06-26
1564344,Ton Hac,Ton Hac,,22.96667,105.55,P,PPL,VN,,05,042,,,0,,485,Asia/Bangkok,2023-06-26
1564340,Tôn Trâu,Ton Trau,,17.61667,106.36667,P,PPL,VN,,62,455,,,0,,10,Asia/Bangkok,2023-06-26
1564418,Tong,Tong,,16.01667,107.93333,P,PPL,VN,,84,505,,,0,,573,Asia/Ho_Chi_Minh,2023-06-26
1564409,Tong Ba,Tong Ba,,22.9,105.08333,P,PPL,VN,,50,030,,,0,,282,Asia/Bangkok,2023-06-26
1564408,Tổng Bình,Tong Binh,,13.26667,108.96667,P,PPL,VN,,61,560,,,0,,332,Asia/Ho_Chi_Minh,2023-06-26
1564407,Tổng Cang,Tong Cang,"Tong Cang,Tổng Cang",22.9,106.13333,P,PPL,VN,,05,045,,,0,,895,Asia/Bangkok,2023-06-26
8311413,Tổng Chàm,Tong Cham,,22.41893,105.77458,P,PPL,VN,,72,061,,,0,,194,Asia/Bangkok,2023-06-26
1564405,Tong Cheï,Tong Chei,"Lang Chei,Làng Cheï,Tong Chei,Tong Cheï",16.51667,106.71667,P,PPL,VN,,64,465,,,0,,428,Asia/Bangkok,2023-06-26
1564404,Tong Chinh,Tong Chinh,,21.11667,103.86667,P,PPL,VN,,32,125,,,0,,690,Asia/Bangkok,2023-06-26
1564402,Tông Choua,Tong Choua,,21.9,105.65,P,PPL,VN,,85,167,,,0,,404,Asia/Bangkok,2023-06-26
9889673,Tòng Chu,Tong Chu,"Tong Chu,Tòng Chu",21.95859,106.36107,P,PPL,VN,,39,181,,,0,,389,Asia/Bangkok,2023-06-26
1564401,Tòng Co,Tong Co,,21.41667,103.76667,P,PPL,VN,,32,119,,,0,,544,Asia/Bangkok,2023-06-26
1564400,Tong Co Gié,Tong Co Gie,"Tong Co Cie,Tong Co Gie,Tong Co Gié",20.75,104.8,P,PPL,VN,,32,128,,,0,,1002,Asia/Bangkok,2023-06-26
1564399,Tổng Cot Nua,Tong Cot Nua,,22.9,106.23333,P,PPL,VN,,05,045,,,0,,822,Asia/Bangkok,2023-06-26
1564398,Tong Cua Tchai,Tong Cua Tchai,,22.75,103.63333,P,PPL,VN,,90,082,,,0,,648,Asia/Bangkok,2023-06-26
1564397,Tông Dao,Tong Dao,,21.9,105.58333,P,PPL,VN,,85,167,,,0,,136,Asia/Bangkok,2023-06-26
1564393,Tong Dong,Tong Dong,,22.48333,106.28333,P,PPL,VN,,05,053,,,0,,312,Asia/Bangkok,2023-06-26
1564391,Tong Dray Kram,Tong Dray Kram,,14.98333,107.8,P,PPL,VN,,55,617,,,0,,1293,Asia/Ho_Chi_Minh,2023-06-26
1564390,Tong Dray Pley Vang,Tong Dray Pley Vang,,14.96667,107.8,P,PPL,VN,,55,617,,,0,,953,Asia/Ho_Chi_Minh,2023-06-26
1582319,Tong Dreng,Tong Dreng,,13.66667,108.58333,H,STM,VN,,88,,,,0,,242,Asia/Ho_Chi_Minh,1995-04-14
1564396,Tổng Định Hòa,Tong GJinh Hoa,,10.46667,105.43333,L,LCTY,VN,,01,893,,,0,,1,Asia/Ho_Chi_Minh,2023-06-26
1564395,Tổng Định Thành,Tong GJinh Thanh,,10.43333,105.3,L,LCTY,VN,,01,892,,,0,,3,Asia/Ho_Chi_Minh,2023-06-26
1564389,Tong Gia,Tong Gia,,22.48333,104.1,P,PPL,VN,,90,086,,,0,,212,Asia/Bangkok,2023-06-26
1588507,Tông Hố,Tong Ho,"Ban Tong Ho,Bản Tông Hó,Lang Dong Huong,Lang Đồng Hương,Tong Ho,Tông Hố",19.50636,105.21456,P,PPL,VN,,58,416,,,0,,77,Asia/Bangkok,2023-06-26
1564385,Tông Huề,Tong Hue,,22.76667,106.5,P,PPL,VN,,05,047,,,0,,572,Asia/Bangkok,2023-06-26
8312574,Tống Hưng,Tong Hung,"Tong Hung,Tống Hưng",10.04306,105.94067,P,PPL,VN,,69,860,,,0,,1,Asia/Ho_Chi_Minh,2023-06-26
1564384,Tong Huyên,Tong Huyen,,21.86667,104.6,P,PPL,VN,,70,136,,,0,,205,Asia/Bangkok,2023-06-26
1564335,Tơng Jrang Jring,Tong Jrang Jring,"Blac,Tong Jrang Jring,Tơng Jrang Jring",11.48333,107.5,P,PPL,VN,,23,682,,,0,,241,Asia/Ho_Chi_Minh,2023-06-26
1564383,Tong Khey,Tong Khey,,21.33333,104.93333,P,PPL,VN,,83,234,,,0,,304,Asia/Bangkok,2023-06-26
1564381,Tòng Lâm,Tong Lam,,15.56667,108.28333,P,PPL,VN,,84,514,,,0,,187,Asia/Ho_Chi_Minh,2023-06-26
8200774,Tòng Lênh,Tong Lenh,"Tong Lenh,Tòng Lênh",21.20148,105.34693,P,PPL,VN,,44,271,,,0,,34,Asia/Bangkok,2023-06-26
1564379,Tống Long,Tong Long,,21.0,106.45,P,PPL,VN,,79,292,,,0,,4,Asia/Bangkok,2023-06-26
1564376,Tông Lý,Tong Ly,,17.86667,106.4,P,PPL,VN,,62,454,,,0,,2,Asia/Bangkok,2023-06-26
1567791,Tổng Mạch,Tong Mach,"Soc Tong Manh,Sóc Tổng Mạnh,Tong Mach,Tổng Mạch",11.47384,106.44067,P,PPL,VN,,75,720,,,0,,39,Asia/Ho_Chi_Minh,2023-06-26
8522428,Tòng Méo,Tong Meo,"Tong Meo,Tòng Méo",21.78875,106.68913,P,PPL,VN,,39,183,,,0,,301,Asia/Bangkok,2023-06-26
1564374,Tong Moc,Tong Moc,"Tong Moc,Tong Moo",22.41667,105.85,P,PPL,VN,,72,061,,,0,,206,Asia/Bangkok,2023-06-26
10631649,Tống Mòn,Tong Mon,"Tong Mon,Tống Mòn",22.47209,103.95677,P,PPL,VN,,90,080,,,0,,155,Asia/Bangkok,2023-06-26
1564373,Tong Mou,Tong Mou,,22.13333,105.56667,P,PPL,VN,,72,064,,,0,,379,Asia/Bangkok,2023-06-26
1573068,Tong Nang,Tong Nang,,13.53333,108.46667,H,STMI,VN,,88,,,,0,,187,Asia/Ho_Chi_Minh,1995-04-14
9869952,Tổng Nẻng,Tong Neng,"Tong Neng,Tổng Nẻng",22.15366,105.8664,P,PPL,VN,,72,058,,,0,,138,Asia/Bangkok,2023-06-26
8381947,Tồng Ngay,Tong Ngay,"Tong Ngay,Tồng Ngay",22.11611,105.70837,P,PPL,VN,,72,063,,,0,,269,Asia/Bangkok,2023-06-26
1564371,Tong Nong,Tong Nong,,15.05,108.08333,P,PPL,VN,,84,516,,,0,,504,Asia/Ho_Chi_Minh,2023-06-26
1564370,Tong Not,Tong Not,,14.98194,107.51541,P,PPL,VN,,55,610,,,0,,950,Asia/Ho_Chi_Minh,2023-06-26
8464993,Tông Pháy,Tong Phay,"Tong Phay,Tông Pháy",22.04535,104.09717,P,PPL,VN,,90,089,,,0,,404,Asia/Bangkok,2023-06-26
9869351,Tống Phí Lùng,Tong Phi Lung,"Tong Phi Lung,Tống Phí Lùng",22.54724,104.37027,P,PPL,VN,,90,085,,,0,,1123,Asia/Bangkok,2023-06-26
8311407,Tổng Phong,Tong Phong,,22.42322,105.76579,P,PPL,VN,,72,061,,,0,,189,Asia/Bangkok,2023-06-26
8523132,Tống Phu,Tong Phu,"Tong Phu,Tống Phu",22.4239,105.17128,P,PPL,VN,,68,071,,,0,,179,Asia/Bangkok,2023-06-26
1569122,Tong Po Kat,Tong Po Kat,"Tong Po Kat,Tong Poker,Tong Pokor",13.68333,108.56667,H,STM,VN,,88,,,,0,,206,Asia/Ho_Chi_Minh,2012-06-05
1564368,Tong Qua Lin,Tong Qua Lin,"Tong Oua Lin,Tong Qua Lin",22.46667,103.48333,P,PPL,VN,,89,106,,,0,,1231,Asia/Bangkok,2023-06-26
1564366,Tong Quan,Tong Quan,"Tong Ouan,Tong Quan",21.78333,106.35,P,PPL,VN,,39,185,,,0,,389,Asia/Bangkok,2023-06-26
10253714,Tơng Rang,Tong Rang,"Tong Rang,Tơng Rang",12.47493,108.56011,P,PPL,VN,,88,653,,,0,,464,Asia/Ho_Chi_Minh,2023-06-26
1564365,Tong Sang,Tong Sang,,22.76667,103.66667,P,PPL,VN,,90,082,,,0,,185,Asia/Bangkok,2023-06-26
9870043,Tổng Sâu,Tong Sau,"Tong Sau,Tổng Sâu",22.01307,105.82626,P,PPL,VN,,72,065,,,0,,91,Asia/Bangkok,2023-06-26
1564364,Tông Say,Tong Say,,22.65,106.01667,P,PPL,VN,,05,052,,,0,,517,Asia/Bangkok,2023-06-26
1564363,Tòng Sơn,Tong Son,,18.6,105.6,P,PPL,VN,,58,430,,,0,,1,Asia/Bangkok,2023-06-26
9865500,Tong T’Pong,Tong T'Pong,"Tong T'Pong,Tong T’Pong",13.76634,108.58249,H,STM,VN,,49,,,,0,,256,Asia/Ho_Chi_Minh,2014-12-04
1564490,Tong T’mieng,Tong T'mieng,"Ia Tmiend,Ia Tmieng,Tong T'mieng,Tong T’mieng",13.65,108.55,H,STM,VN,,88,,,,0,,188,Asia/Ho_Chi_Minh,2020-06-09
1564362,Tòng Tân Nội,Tong Tan Noi,,19.86667,105.71667,P,PPL,VN,,34,398,,,0,,10,Asia/Bangkok,2023-06-26
9870041,Tổng Tàng,Tong Tang,"Tong Tang,Tổng Tàng",22.01094,105.83241,P,PPL,VN,,72,065,,,0,,81,Asia/Bangkok,2023-06-26
9869254,Tòng Táo,Tong Tao,"Tong Tao,Tòng Táo",22.69255,104.50049,P,PPL,VN,,50,033,,,0,,456,Asia/Bangkok,2023-06-26
8200773,Tòng Thái,Tong Thai,"Tong Thai,Tòng Thái",21.19507,105.33322,P,PPL,VN,,44,271,,,0,,21,Asia/Bangkok,2023-06-26
1564359,Tông Thi,Tong Thi,,21.9,105.61667,P,PPL,VN,,85,167,,,0,,157,Asia/Bangkok,2023-06-26
1564357,Tòng Tiên,Tong Tien,,22.48333,103.96667,P,PPL,VN,,90,080,,,0,,90,Asia/Bangkok,2023-06-26
8545241,Tong Tở,Tong To,"Tong To,Tong Tở",21.45035,103.47568,P,PPL,VN,,32,119,,,0,,531,Asia/Bangkok,2023-06-26
1564352,Tong Vai,Tong Vai,,23.04611,104.89528,P,PPL,VN,,50,029,,,0,,999,Asia/Bangkok,2023-06-26
1564351,Tống Văn,Tong Van,,20.41667,106.35,P,PPL,VN,,35,344,,,0,,2,Asia/Bangkok,2023-06-26
8612894,Tống Xá,Tong Xa,"Tong Xa,Tống Xá",20.7363,106.19875,P,PPL,VN,,81,333,,,0,,4,Asia/Bangkok,2023-06-26
1564349,Tông Xá Hạ,Tong Xa Ha,,20.96667,106.56667,P,PPL,VN,,79,292,,,0,,4,Asia/Bangkok,2023-06-26
1564348,Tòng Xành,Tong Xanh,"Tong Xan,Tong Xanh,Tong Xen,Tòng Xành",22.47114,103.9276,P,PPL,VN,,90,082,,,0,,143,Asia/Bangkok,2023-06-26
1564346,Tong Xưnh,Tong Xunh,"Tong Xung,Tong Xunh,Tong Xưng,Tong Xưnh",11.95,106.8,P,PPL,VN,,76,693,,,0,,114,Asia/Ho_Chi_Minh,2023-06-26
